#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group		
chrXVI	582306	582786	YPR010C-A	.	-	582306	582786	0	1	480	582301	Q1		
chrII	164359	164841	YBL029C-A	.	-	164359	164841	0	1	482	164358	Q1		
chrXI	526766	527248	YKR049C	.	-	526766	527248	0	1	482	526761	Q1		
chrXIII	513564	514049	YMR123W	.	+	513564	514049	0	1	485	513559	Q1		
chrVII	962336	962823	YGR236C	.	-	962336	962823	0	1	487	962327	Q1		
chrXII	121303	121790	YLL014W	.	+	121303	121790	0	1	487	121302	Q1		
chrIV	229105	229593	YDL130W-A	.	+	229105	229593	0	1	488	229103	Q1		
chrIV	1229139	1229627	YDR378C	.	-	1229139	1229627	0	1	488	1229138	Q1		
chrVII	559549	560038	YGR037C	.	-	559549	560038	0	1	489	559544	Q1		
chrX	83406	83895	YJL184W	.	+	83406	83895	0	1	489	83398	Q1		
chrXIV	249876	250366	YNL211C	.	-	249876	250366	0	1	490	249874	Q1		
chrXIV	116676	117166	YNL277W-A	.	+	116676	117166	0	1	490	116675	Q1		
chrIV	690969	691459	YDR119W-A	.	+	690969	691459	0	1	490	690963	Q1		
chrXIV	22790	23282	YNL328C	.	-	22790	23282	0	1	492	22788	Q1		
chrXV	849628	850122	YOR285W	.	+	849628	850122	0	1	494	849620	Q1		
chrIX	342489	342983	YIL008W	.	+	342489	342983	0	1	494	342486	Q1		
chrXVI	876173	876667	YPR166C	.	-	876173	876667	0	1	494	876165	Q1		
chrXV	231293	231788	YOL052C-A	.	-	231293	231788	0	1	495	231291	Q1		
chrIV	1490567	1491062	YDR525W-A	.	+	1490567	1491062	0	1	495	1490566	Q1		
chrIV	309693	310188	YDL081C	.	-	309693	310188	0	1	495	309690	Q1		
chrIV	587944	588439	YDR070C	.	-	587944	588439	0	1	495	587939	Q1		
chrXII	346544	347041	YLR104W	.	+	346544	347041	0	1	497	346541	Q1		
chrV	332373	332870	YER087C-B	.	-	332373	332870	0	1	497	332370	Q1		
chrII	624261	624760	YBR201C-A	.	-	624261	624760	0	1	499	624255	Q1		
chrXII	780901	781400	YLR325C	.	-	780901	781400	0	1	499	780894	Q1		
chrXII	548983	549483	YLR200W	.	+	548983	549483	0	1	500	548978	Q1		
chrVII	436469	436969	YGL032C	.	-	436469	436969	0	1	500	436465	Q1		
chrXI	259204	259705	YKL096W-A	.	+	259204	259705	0	1	501	259202	Q1		
chrVII	507949	508451	YGR008C	.	-	507949	508451	0	1	502	507944	Q1		
chrX	637756	638258	YJR112W-A	.	+	637756	638258	0	1	502	637750	Q1		
chrXIII	774710	775213	YMR251W-A	.	+	774710	775213	0	1	503	774703	Q1		
chrX	496579	497083	YJR034W	.	+	496579	497083	0	1	504	496575	Q1		
chrV	271735	272239	YER058W	.	+	271735	272239	0	1	504	271733	Q1		
chrXIV	187025	187529	YNL244C	.	-	187025	187529	0	1	504	187024	Q1		
chrXI	315731	316236	YKL065W-A	.	+	315731	316236	0	1	505	315728	Q1		
chrVII	592013	592519	YGR050C	.	-	592013	592519	0	1	506	592008	Q1		
chrXII	782954	783461	YLR327C	.	-	782954	783461	0	1	507	782947	Q1		
chrX	136298	136806	YJL151C	.	-	136298	136806	0	1	508	136297	Q1		
chrI	56906	57415	YAL046C	.	-	56906	57415	0	1	509	56901	Q1		
chrVIII	387202	387711	YHR143W-A	.	+	387202	387711	0	1	509	387199	Q1		
chrIV	1469991	1470501	YDR511W	.	+	1469991	1470501	0	1	510	1469990	Q1		
chrIV	302218	302729	YDL085C-A	.	-	302218	302729	0	1	511	302215	Q1		
chrXII	552239	552751	YLR204W	.	+	552239	552751	0	1	512	552234	Q1		
chrX	544685	545198	YJR058C	.	-	544685	545198	0	1	513	544680	Q1		
chrV	25493	26006	YEL068C	.	-	25493	26006	0	1	513	25491	Q1		
chrXIV	349261	349774	YNL149C	.	-	349261	349774	0	1	513	349258	Q1		
chrXI	184520	185034	YKL138C-A	.	-	184520	185034	0	1	514	184519	Q1		
chrX	181294	181808	YJL127C-B	.	-	181294	181808	0	1	514	181293	Q1		
chrXI	185890	186405	YKL137W	.	+	185890	186405	0	1	515	185889	Q1		
chrIV	1111796	1112311	YDR322C-A	.	-	1111796	1112311	0	1	515	1111795	Q1		
chrIV	1189131	1189646	YDR357C	.	-	1189131	1189646	0	1	515	1189130	Q1		
chrIII	293822	294338	YCR097W	.	+	293822	294338	0	1	516	293820	Q1		
chrXIV	466236	466752	YNL086W	.	+	466236	466752	0	1	516	466232	Q1		
chrXV	516357	516874	YOR103C	.	-	516357	516874	0	1	517	516352	Q1		
chrXVI	198988	199505	YPL183W-A	.	+	198988	199505	0	1	517	198987	Q1		
chrXIV	576696	577214	YNL030W	.	+	576696	577214	0	1	518	576691	Q1		
chrIX	277713	278231	YIL040W	.	+	277713	278231	0	1	518	277711	Q1		
chrXI	153260	153778	YKL160W	.	+	153260	153778	0	1	518	153259	Q1		
chrII	684937	685456	YBR233W-A	.	+	684937	685456	0	1	519	684931	Q1		
chrII	255204	255723	YBR009C	.	-	255204	255723	0	1	519	255202	Q1		
chrX	106367	106887	YJL166W	.	+	106367	106887	0	1	520	106366	Q1		
chrXII	822133	822653	YLR346C	.	-	822133	822653	0	1	520	822125	Q1		
chrX	88729	89249	YJL179W	.	+	88729	89249	0	1	520	88721	Q1		
chrXIII	412964	413485	YMR074C	.	-	412964	413485	0	1	521	412960	Q1		
chrIII	106997	107519	YCL005W-A	.	+	106997	107519	0	1	522	106996	Q1		
chrVIII	377248	377771	YHR138C	.	-	377248	377771	0	1	523	377245	Q1		
chrIII	258852	259376	YCR082W	.	+	258852	259376	0	1	524	258850	Q1		
chrXVI	599820	600345	YPR020W	.	+	599820	600345	0	1	525	599815	Q1		
chrIV	1420326	1420852	YDR482C	.	-	1420326	1420852	0	1	526	1420325	Q1		
chrV	270643	271169	YER057C	.	-	270643	271169	0	1	526	270641	Q1		
chrVIII	245412	245940	YHR073C-B	.	-	245412	245940	0	1	528	245410	Q1		
chrIV	1319337	1319867	YDR424C	.	-	1319337	1319867	0	1	530	1319336	Q1		
chrXIII	742960	743490	YMR236W	.	+	742960	743490	0	1	530	742953	Q1		
chrXIII	511270	511801	YMR122W-A	.	+	511270	511801	0	1	531	511265	Q1		
chrXIII	391057	391588	YMR059W	.	+	391057	391588	0	1	531	391054	Q1		
chrXII	369610	370141	YLR110C	.	-	369610	370141	0	1	531	369607	Q1		
chrIV	733443	733975	YDR139C	.	-	733443	733975	0	1	532	733436	Q1		
chrIV	1469314	1469847	YDR510W	.	+	1469314	1469847	0	1	533	1469313	Q1		
chrXVI	188070	188604	YPL189C-A	.	-	188070	188604	0	1	534	188069	Q1		
chrII	729661	730195	YBR258C	.	-	729661	730195	0	1	534	729654	Q1		
chrVII	63697	64232	YGL230C	.	-	63697	64232	0	1	535	63691	Q1		
chrII	722592	723127	YBR252W	.	+	722592	723127	0	1	535	722585	Q1		
chrXI	436998	437533	YKL003C	.	-	436998	437533	0	1	535	436994	Q1		
chrIV	1470994	1471530	YDR513W	.	+	1470994	1471530	0	1	536	1470993	Q1		
chrV	402299	402835	YER121W	.	+	402299	402835	0	1	536	402295	Q1		
chrV	260552	261088	YER053C-A	.	-	260552	261088	0	1	536	260550	Q1		
chrIV	616726	617263	YDR086C	.	-	616726	617263	0	1	537	616720	Q1		
chrVIII	486130	486667	YHR191C	.	-	486130	486667	0	1	537	486126	Q1		
chrXV	850275	850813	YOR286W	.	+	850275	850813	0	1	538	850267	Q1		
chrVII	280630	281168	YGL121C	.	-	280630	281168	0	1	538	280628	Q1		
chrXIII	482975	483513	YMR107W	.	+	482975	483513	0	1	538	482971	Q1		
chrII	391145	391683	YBR076C-A	.	-	391145	391683	0	1	538	391142	Q1		
chrX	457844	458382	YJR010C-A	.	-	457844	458382	0	1	538	457840	Q1		
chrXIV	365949	366487	YNL138W-A	.	+	365949	366487	0	1	538	365946	Q1		
chrXVI	364215	364756	YPL098C	.	-	364215	364756	0	1	541	364212	Q1		
chrV	101852	102394	YEL026W	.	+	101852	102394	0	1	542	101851	Q1		
chrIII	259542	260084	YCR083W	.	+	259542	260084	0	1	542	259540	Q1		
chrXIV	586332	586874	YNL024C-A	.	-	586332	586874	0	1	542	586327	Q1		
chrXV	254268	254811	YOL039W	.	+	254268	254811	0	1	543	254266	Q1		
chrIV	503467	504011	YDR031W	.	+	503467	504011	0	1	544	503462	Q1		
chrXV	944497	945041	YOR333C	.	-	944497	945041	0	1	544	944488	Q1		
chrVIII	97645	98189	YHL006W-A	.	+	97645	98189	0	1	544	97636	Q1		
chrXVI	645874	646419	YPR036W-A	.	+	645874	646419	0	1	545	645868	Q1		
chrXI	80016	80562	YKL192C	.	-	80016	80562	0	1	546	80008	Q1		
chrIV	1021830	1022376	YDR281C	.	-	1021830	1022376	0	1	546	1021829	Q1		
chrVIII	220055	220601	YHR059W	.	+	220055	220601	0	1	546	220053	Q1		
chrX	391771	392317	YJL027C	.	-	391771	392317	0	1	546	391768	Q1		
chrXII	990486	991034	YLR428C	.	-	990486	991034	0	1	548	990477	Q1		
chrVII	858237	858785	YGR181W	.	+	858237	858785	0	1	548	858229	Q1		
chrX	526288	526838	YJR048W	.	+	526288	526838	0	1	550	526283	Q1		
chrXVI	729762	730312	YPR100W	.	+	729762	730312	0	1	550	729755	Q1		
chrXV	930614	931164	YOR327C	.	-	930614	931164	0	1	550	930605	Q1		
chrXVI	466414	466965	YPL046C	.	-	466414	466965	0	1	551	466410	Q1		
chrX	566898	567450	YJR067C	.	-	566898	567450	0	1	552	566893	Q1		
chrXV	110240	110792	YOL109W	.	+	110240	110792	0	1	552	110239	Q1		
chrV	85622	86176	YEL034W	.	+	85622	86176	0	1	554	85614	Q1		
chrVII	526839	527393	YGR020C	.	-	526839	527393	0	1	554	526834	Q1		
chrV	302787	303341	YER072W	.	+	302787	303341	0	1	554	302784	Q1		
chrV	307641	308196	YER074W-A	.	+	307641	308196	0	1	555	307638	Q1		
chrX	555147	555703	YJR063W	.	+	555147	555703	0	1	556	555142	Q1		
chrIII	240023	240580	YCR071C	.	-	240023	240580	0	1	557	240021	Q1		
chrXVI	481375	481932	YPL037C	.	-	481375	481932	0	1	557	481371	Q1		
chrIV	914189	914746	YDR224C	.	-	914189	914746	0	1	557	914180	Q1		
chrX	59629	60187	YJL199C	.	-	59629	60187	0	1	558	59624	Q1		
chrV	140309	140867	YEL008C-A	.	-	140309	140867	0	1	558	140308	Q1		
chrIV	1239410	1239969	YDR382W	.	+	1239410	1239969	0	1	559	1239409	Q1		
chrX	74758	75318	YJL190C	.	-	74758	75318	0	1	560	74751	Q1		
chrIX	321428	321988	YIL016W	.	+	321428	321988	0	1	560	321425	Q1		
chrXII	626387	626948	YLR245C	.	-	626387	626948	0	1	561	626381	Q1		
chrIII	263942	264503	YCR087C-A	.	-	263942	264503	0	1	561	263940	Q1		
chrXIV	707775	708337	YNR046W	.	+	707775	708337	0	1	562	707768	Q1		
chrII	80213	80775	YBL078C	.	-	80213	80775	0	1	562	80205	Q1		
chrXVI	911938	912501	YPR188C	.	-	911938	912501	0	1	563	911929	Q1		
chrXI	185203	185767	YKL138C	.	-	185203	185767	0	1	564	185202	Q1		
chrXII	498889	499453	YLR167W	.	+	498889	499453	0	1	564	498885	Q1		
chrII	185940	186505	YBL018C	.	-	185940	186505	0	1	565	185939	Q1		
chrXIV	669660	670226	YNR022C	.	-	669660	670226	0	1	566	669654	Q1		
chrII	768201	768768	YBR282W	.	+	768201	768768	0	1	567	768194	Q1		
chrVI	103906	104473	YFL017C	.	-	103906	104473	0	1	567	103905	Q1		
chrIX	364843	365411	YIR005W	.	+	364843	365411	0	1	568	364840	Q1		
chrIV	1489275	1489843	YDR524C-B	.	-	1489275	1489843	0	1	568	1489274	Q1		
chrIII	83529	84097	YCL021W-A	.	+	83529	84097	0	1	568	83521	Q1		
chrXIV	350858	351426	YNL147W	.	+	350858	351426	0	1	568	350855	Q1		
chrXIV	371688	372257	YNL135C	.	-	371688	372257	0	1	569	371685	Q1		
chrXIII	758328	758898	YMR244C-A	.	-	758328	758898	0	1	570	758321	Q1		
chrXV	738257	738828	YOR210W	.	+	738257	738828	0	1	571	738250	Q1		
chrIV	1077918	1078490	YDR308C	.	-	1077918	1078490	0	1	572	1077917	Q1		
chrXV	1059513	1060086	YOR382W	.	+	1059513	1060086	0	1	573	1059512	Q1		
chrXV	253056	253629	YOL040C	.	-	253056	253629	0	1	573	253054	Q1		
chrXII	909434	910008	YLR395C	.	-	909434	910008	0	1	574	909425	Q1		
chrVI	107196	107770	YFL014W	.	+	107196	107770	0	1	574	107195	Q1		
chrXV	888177	888751	YOR304C-A	.	-	888177	888751	0	1	574	888169	Q1		
chrIX	303587	304162	YIL027C	.	-	303587	304162	0	1	575	303584	Q1		
chrIV	1436115	1436690	YDR493W	.	+	1436115	1436690	0	1	575	1436114	Q1		
chrXV	810973	811548	YOR257W	.	+	810973	811548	0	1	575	810965	Q1		
chrV	172080	172656	YER009W	.	+	172080	172656	0	1	576	172079	Q1		
chrV	253858	254434	YER050C	.	-	253858	254434	0	1	576	253856	Q1		
chrIX	241237	241814	YIL065C	.	-	241237	241814	0	1	577	241235	Q1		
chrIV	603032	603610	YDR079W	.	+	603032	603610	0	1	578	603026	Q1		
chrXIII	54732	55310	YML108W	.	+	54732	55310	0	1	578	54727	Q1		
chrIV	430956	431534	YDL012C	.	-	430956	431534	0	1	578	430952	Q1		
chrIX	199553	200131	YIL087C	.	-	199553	200131	0	1	578	199552	Q1		
chrX	622478	623057	YJR104C	.	-	622478	623057	0	1	579	622472	Q1		
chrX	146325	146905	YJL144W	.	+	146325	146905	0	1	580	146324	Q1		
chrV	148156	148737	YEL003W	.	+	148156	148737	0	1	581	148155	Q1		
chrXIII	279941	280523	YMR007W	.	+	279941	280523	0	1	582	279939	Q1		
chrVII	270244	270826	YGL127C	.	-	270244	270826	0	1	582	270242	Q1		
chrXI	307276	307858	YKL069W	.	+	307276	307858	0	1	582	307273	Q1		
chrIX	257726	258309	YIL051C	.	-	257726	258309	0	1	583	257724	Q1		
chrIX	179677	180260	YIL098C	.	-	179677	180260	0	1	583	179676	Q1		
chrIII	206094	206677	YCR043C	.	-	206094	206677	0	1	583	206092	Q1		
chrXI	596286	596870	YKR083C	.	-	596286	596870	0	1	584	596281	Q1		
chrVIII	370008	370593	YHR132W-A	.	+	370008	370593	0	1	585	370005	Q1		
chrXI	133568	134154	YKL167C	.	-	133568	134154	0	1	586	133567	Q1		
chrVII	545586	546172	YGR030C	.	-	545586	546172	0	1	586	545581	Q1		
chrXV	633037	633624	YOR159C	.	-	633037	633624	0	1	587	633031	Q1		
chrXIII	863796	864385	YMR298W	.	+	863796	864385	0	1	589	863788	Q1		
chrVII	440017	440606	YGL029W	.	+	440017	440606	0	1	589	440013	Q1		
chrXII	281888	282478	YLR074C	.	-	281888	282478	0	1	590	281886	Q1		
chrXII	270982	271572	YLR068W	.	+	270982	271572	0	1	590	270980	Q1		
chrVII	72601	73192	YGL226C-A	.	-	72601	73192	0	1	591	72594	Q1		
chrXI	579208	579800	YKR074W	.	+	579208	579800	0	1	592	579203	Q1		
chrII	527149	527742	YBR141W-A	.	+	527149	527742	0	1	593	527144	Q1		
chrIV	578594	579187	YDR063W	.	+	578594	579187	0	1	593	578589	Q1		
chrX	348639	349232	YJL047C-A	.	-	348639	349232	0	1	593	348636	Q1		
chrIII	62700	63293	YCL033C	.	-	62700	63293	0	1	593	62694	Q1		
chrII	585979	586573	YBR178W	.	+	585979	586573	0	1	594	585974	Q1		
chrVII	858910	859504	YGR183C	.	-	858910	859504	0	1	594	858902	Q1		
chrII	742003	742597	YBR269C	.	-	742003	742597	0	1	594	741996	Q1		
chrXI	325762	326357	YKL061W	.	+	325762	326357	0	1	595	325759	Q1		
chrII	571354	571949	YBR167C	.	-	571354	571949	0	1	595	571349	Q1		
chrVIII	280744	281339	YHR087W	.	+	280744	281339	0	1	595	280742	Q1		
chrV	213423	214018	YER030W	.	+	213423	214018	0	1	595	213421	Q1		
chrXV	689602	690197	YOR189W	.	+	689602	690197	0	1	595	689596	Q1		
chrXVI	280466	281062	YPL144W	.	+	280466	281062	0	1	596	280464	Q1		
chrX	432596	433192	YJL003W	.	+	432596	433192	0	1	596	432592	Q1		
